text,polarity
روعه,1
اصغر الصوره وتغليفه سيء,0
اتمني ان يكون احجام اكبر لتصبح الفواءد اكثر,1
جيد وسهل الاستخدام ارجوا ان يصمد يصاب بعطل,1
ممتازه جدا وجميله تاخذ حيزا كبيرا المطبخ,1
كنت اتوقع انها اكثر وزنا,0
شكرا,1
الجهاز جدا عملي وممتاز يوفر والوقت والجهد وسهل الاستخدام انصح الجميع شراء السلع واقع تجربتي,1
الاله عمليه وافضل حببني انها تعمل البيض بعده طرق جميله وسريعه ادي الي تنافس اطفالي عليها اعاني قله اكلهم بشكل عام,1
انها عمليه وجيده وسهله التنظيف,1
السلعه ممتازه التسليم متاخرا جدا سته يوما الشراء واللون اصفر اسود مكتوب وصف السلعه,1
عمليه علي الاطلاق تحتاج ليمون كبير جدا تناسب الدارج الليمون المصري انصح بشراءها,1
كوب لتحضير العصاءر مميز لتحضير العصاءر بسرعه وسهوله وانصح بشراء وذلك لسهوله تنظيف الكوب وتحضير العصاءر بسرعه,1
راءع,1
ايجابيات سلبيات سانيب برايت طقم قدور ومقالي قطع ‫‫ ازرق,1
الصينيه صغيره جدا بالنسبه للسعر,0
قطاعه جيده جدا وعمليه,1
جيد وممتاز جدا مشكلته التنظيف فقط,1
انصح تمنيت اني اشتريتها حاولت اقطع البطاطس حلزونيه ماتعمل بالطريقه الصحيحه رديه الصنع,0
انصح ابدا,0
اعجبتني السلعه راءعه التصميم الالوان الجوده متوسطه,1
راضي المنتج,1
ايجابيات سلبيات قطاعه الخضار بروفي بريميوم سلايسر,1
حنفيه البيبسي ممتازه وراءعه,1
جيده وكذلك السعر مناسب لحجم العلب الموجوده ويمكن التخزين علي الاحتياجات او شراء المزيد للمحافظه علي الاطعمه,1
الصراحه السلعه جيد وانا اليوم استلمتها وانصح بشراءها واشكر الباءع,1
شكرا مصداقيتك,1
ممتازه وخفيفه الوزن ويوجد مكان لتخزين وحفظ البخور,1
الحقيقه منتج ممتاز وتستحق الثناء والاقتناء وقد قمت بشراءها طريق موقع سوق كوم وان تاخير تسليمها ولكنها ممتازه بكب صراحه وبعيد اي مجامله,1
ممتازه وعمليه ومتعدده الاستخدام ولاتحتاج الي مساحه كبيره ولونها مناسب ديكور المطبخ واتمني ان يكون مثيل الالمنيوم او الاستيل,1
سلعه جيده جدا وسهله الاستخدام,1
اعجبتني فكره فصل الاحذيه حقيبه الملابس اثناء السفر والمحافظ عليها وع نظافتها وسهله مشاهده الاحذيه واختيار المطلوب بسهوله,1
خفيف عملي,1
السلعه ممتازه وذات خامه بلاستيكيه متينه ترتب الاحذيه شكل انيق ونظيف تاخذ حيز كبير يمكن تعليقها اي باب واشكر الباءع علي جوده منتجه ومصداقيته مطابقه المنتج للمواصفات والصوره المرفقه بالسلعه,1
جيده والباءع جيد ويستحق الاشاده,1
ايجابيات سلبيات جهاز قياس نسبه الملح والحراره للمياه,1
منتج حلو وسهل الاستخدام وغير مكلف المشكله انه مافي طريقه استخدامه,1
جيده والشكل جميل وخفيفه الوزن وعمليه,1
فكره جميله وعمليه وسعرها معقول العيب الوحيد ان خمتها ضعيفه شويه المجمل جيده,1
توصيل سريع والبضاعه مره ممتازه وصلتني سليمه مغلفه ونظيفه ولي تعامل معك مره اخري شكرا,1
السلعه تستاهل اكثر السعر الي شريتها وفرت مساحه شنطه السياره ونظمت الاغراض الموجوده,1
الغليف جيد وصلت متظرره ومطعجه لضعف الخامه,0
السلعه ممتازه للغايه ومصنوعه مواد عاليه الجوده انها عمليه وسريعه غلي المياه وسعرها ممتاز مقابل الجوده العاليه وانا سعيد جدا وانا انصح الجميع باقتناء السلعه لانها توفر الوقت خاصه الانطلاق للدوام,1
الاسم,1
جيده جدا وممتازه وسماكه الارجل وقوه الدعمات وسلاسه القماش واتمني ان نري افضل واحسن ادا لديكم,1
اختراع ذكي سهل ورخيص ويمكنك الاستغناء اختبارات المختبرات الكبيره,1
ممتازه سهله التركيب,1
افضل نوعيه وشكلها جميل,1
المناديل لاتقوم بفاءدتها تترك بقعه بيضاء الملابس وراءحتها سيءه جدا,0
رديءه جدا جدا,0
قمت بطلبها مرتين وفي المره الاولي تم ارجاعها وذلك لارسالهم منتج تنظيم شنط الباب,0
ايجابيات سلبيات,1
ممتازه جدا يمنع دخول الاتربه والحشرات ويحمي المنزل الاوساخ وسهل الاستخدام وانصح الجميع باستخدامه,1
الخامه خفيفه ولابد استعمالها بحذر,1
السلعه بطيءه متزنه تتفكك بسرعه بطيءه عمليه,0
خامه جيده ومتينه والتصميم جذاب جدا والسعر مناسب جدا وفتره التوصيل والشحن ممتازه وتغليف السلعه جيد,1
خفيفه سهله الاستخدام تنظف الاسطح يمكن استخدامها الاسطح المبلله الجهاز لايمكن وضعه داخل الماء تحتاج لبطاريه لايمكن وصلها بالكهرباء,1
السلعه كنت افكر انها جيده ولاكن العكس سءيه وكنت افكر اقتناءها ولاكن تم ارجاعها للعميل لانها لاتعمل,0
صغيره جدا تاخذ مساحه الحقيبه سهله الطي وعمليه الوانها راءعه مصنوعه البلاستك لايمكن وضع الملابس الثقيله جدا عليها,1
راءعه وعمليه,1
خصاءص المنتج جيده جودته سيءه جدا انصح باقتناءه,0
المضخه تعمل اذا انا اشتري مروحه وليس مبرد هواء وتقدمت بشكوه ولم يهتم احد حتي الان فقمت بتصليحه علي حسابي لذا انصح احد بشراءه,0
خفيفه عمليه تعمل بكفاءه عاليه تصميم متقدم,1
الممسحه ممتازه والسعر معقول,1
انصح,1
السلعه جيده جدا واستعمالها مفيد اقدتي قطعه اخري ان حصلت عليها بنفس السعر الاول,1
فكره راءعه وتفي بالغرض تماما,1
روعه صراحه وخصوصا فتحات الشحن يواس,1
للاستعمال المنزلي والسياره والحديقه,1
راءعه وخفيفه وسريعه الاستعمال انصح باستخدامها ومحافظ شكلها الي ان وصلت,1
السلعه ممتازه جداجدا وانصح الجميع بشراء المنتج لانه يوفر عناء الخروج الشمس وفي حال وجودك الشقه فهو مناسب جدا وفي حال سقوط المطر فهو مناسب جدا جدا,1
السلعه جميله جدا انصح الباءع بالاتصال علي المشتري والتواصل معه بشان اختيار اللون المناسب للمشتري,1
عمليه خفيفه الوزن ومتوسطه الحجم لاتاخذ حيز المكان تصلح لعاءله صغيره للاسف مقاومه للصدء,1
اقلام راءعه جدا لتغطيه خدوش الاثاث الخشبي والارضيات انصح الجميع باستعمالها,1
مريحه الاستخدام وسهله التنظيف,1
فكره جديده وراءعه وبالفعل تم تطويرها بحيث لاتنتقل الحراره الي اليد اثناء التشغيل يوجد عيب كبير المنتج انه حاله تشغيله لفتره طويله متواصله سرعات مايتمزق الغطاء البلاستيكي العلوي وكذلك القاعده البلاستيكيه بسبب الحراره وكذلك يوجد صعوبه خروج الدخان الاعلي بسبب وجود سداده داخليه لاعلم مافاءدتها وللعلم فقد قمت بازالتها مءخرا,0
جيد بالنسبه للبطاريات,1
سلعه فعلا مطوره ومعالج سلبيات الموديلات الاخري سواء السخونه والتحمل والامان,1
جيده نوعا,0
جيده ومناسه,1
ممتازه اعجبتني صله الوصل القاعده والذراع ضعيفه فانكسرت الممسحه بسرعه,1
سلعه ممتازه وجسم قوي وتثبيت قوي علي سطح املس وذراع معدني يزيدها قوه,1
سهل الاستخدام والتنقل الي اي مكان ضرر او مخاطر علي الصغار,1
البضاعه ممتازه وكما متوقعا,1
انصح الجميع بشراءها,1
جميل ومرتب يحمل عدد فرش اسنان بالاضافه الي المعجون فكره جميله وعمليه,0
منتج راءع وانصح شخص,1
السلعه جيده جدا باستثناء الوانها الغير مناسبه ولاكن مفيده وعمليه وتساعد جمع الاغراض دفعه واحده,1
ممتازه جدا القواطع يتاعتها حاميه نضيفه شهله التنظيف موفره للوقت الجهد بصوره كبيره جدا,1
خامه ضعيفه جدا ورديءه وليس بالصوره يحمي اي شء,0
ممتاز جدا ويعمل بالبطاريات وشكله متناسق وجميل,1
انصح,1
المنتج عملي معرض للتلف سريعا,0
السلعه مناسبه مقارنه بسعرها,1
راءعه جيده تءدي الغرض المصنوعه اجله المواد المصنعه جيده انصح بقتناءها للاهل الا صدقاء الزملاء العمل,1
جيده جدا ماعدا كون جسمها الخارجي عازل للحراره,0
راءعه جدا جدا,1
سعيد جدا بامتلاك العصاره لجودتها وسهوله استخدمها وسرعه ونقاء العصير,1
ممتازه العيب حجم الكاس,1
التاجره صادقه جدا,1
قمه الروعه والسعرر جدا ممتاز علي الجوده والنوعيه,1
تصميم رومنسي فعلا جوده ممتازه شكرا,1
حلو,1
راءعه جد,1
الحجم كويس لاتاخذ مساحه التخزين مواصفات ممتازه,1
ممتاز وذو كفاءه جيده وعملي علي الوجه المطلوب,1
ممتازه جدا بالنسبه لسعرها البسيط,1
نابوليتانو مريحه الاستخدام اصنع قهوتك بنفسك,1
راءع جدا جدا انصح لصديق,0
الميزان اشتغل شويه وبعدين خرب ولم يعمل مره اخري حتي تاريخه والبطاريه تنتهي بسرعه جدا,0
سهله الاستخدام والاستعمال,1
منتج راءعه جدا حجمها كبير يكن تاخير ايصال الطلبيه تعامل راءع ايضا,1
ممتازه جدا للتنظيم,1
الممسحه ممتازه والسعر معقول فتره التوصيل ايام,1
المفصلات المستخدمه ضعيفه متماثله الشكل,0
منظم لادوات التنظيف,1
جيده جدا مريحه ناحيه التركيب الفك والضخ وتصلح حتي للرحلات وتغنيك قلب الجالون مره,1
البالستيك المصنوعه هش جدا حاجه المستخدم لاستخدام الضغط اثناء العمل عليها,0
سيء جدا اشتريت جهازين ولاهي شغاله الرجاء الامانه والمصداقيه صلاحيتها,0
ايجابيات سلبيات فرشاه تنظيف الغبار الاليكتروستاتيكيه,0
ان شاء الله يتم تقيم السلعه وصولها لی المبخره يكون الوان,1
سعر البضاعه مقارنه بالفكره ممتاز جدا,1
جيده,1
راءعه,1
ساعه سيءه جدا ياتي معها كتيب للتركيب جودتها سيءه للغايه,0
السلعه جميله وانصح ان تشتروها,1
بصراحه راءعه ممتازه سهله الاستخدام ممكن الابداع بعده طرق خصوصا غرف النوم للمسارح الاماكن المظلمه,1
ممتازه جدا ولها منظر جميل لصقها علي الحاءط,1
جميله اضفت جو راءع مختلف للمكان فكره جميله مبدعه,1
سلعه حلوه ومافيها اي اضرار الشحن,1
ممتازه وراءعه,1
ياليت كمان تكون افكار كثيره تختار,1
ايجابيات سلبيات حامل اجهزه التحكم,1
سماعه متناغمه وتتميز بصوتهالراءع علي السماعه المذهله سماعه البيتس المذهله,1
ماركه معروفه وسعر مناسب,1
راءعه جدا والتعامل خدمه الزباءن راق جدا جدا,1
السلعه ممتازه جدا موفقين وانصح بشراءها وتجربتها يمكنم التقيم لهذه السلعه وجربوها تندمون,1
تم طلبه لزوجتي لعدم وجوده الكثير الصيدليات وعند وجوده سعره يكون ضعف الموجود الموقع,1
شكله جميل جدا وبما اني اول يقيم اتمني انه يجيني هديه وشكرا,1
جيده وكبيره جداجدامو وسيع شكله كبير يعني ينحط زينه,0
منتج راءع وانصح بشراءه,1
لانصح,0
شكرلكم,0
راءعه اصليه,1
ممتازه وثابته احلي ميزه انها ضد الماء الوانها جدا غامق مرا حبيتها ولم اندم ابدا علي شراءها,1
سلعه جميله اللون والجوده,1
ايجابيات سلبيات سلعه جيده وصلت بحاله جيده معلن عنها وبنفس المواصفات,1
خفيف عالبشره ولطيف جدا عليها ويعمل علي تفتيحها بشكل جميل,1
سلعه جميله جدا شكلها انيق,1
السلعه صراحه عجبتنا اشترينا,1
ثباته راءع علي الشفاه ضد الماء,1
ممتازه نوع,0
العلبه مفتوحه وغير مغلفه وعليها اثار خدوش كانها مستخدمه او موضوعه للعرض,0
منتج راءع للبشره وناسبني جدا والنتيجه كانت مرضيه وكريم الاساس معاه احلي وثابت اكثر,1
ممتاز باءع جاد انصح التعامل معه,1
سلعه جيده وموفقه,1
جيده جدا يميزها الجوده العاليه حجمها صغير نسبيا وهذا يعيبها وانصح كهديه لحبيبتك ايا كانت,1
حلو,0
انصح,1
ممتازه جدا ثابت يررطب بعممق ويدوم طويلا وكما مطلوب انصح,1
جوده المنتج راءعه الاوان جميله جدا جدا ومواكبه للموضه والوانها كثيره,1
ممتاز شكرا للباءع وشكرا سوق كوم,1
كاستخدام كقطعه فنيه فهيه جميله جدا وتضفي رونقا خاصا للغرفه كتحفه فنيه غاليه القيمه انصح الجميع باقتناءها,1
اللون راءع وثابت ويروطب ويدوم طويلا وكما مطلوب تاخير بسيط انصح بشراءه وتعامل ممتاز,1
راءعه وشكلها جميل الماسكارا والرموش والفرشه وقلم الكحل وايضا الشادو ممتاز انصح بيها,1
راءع شكرا,1
شكرا علي السلعه الجيده,1
راءعه ودرجه الوانها اجمل الصوره انصح الكل انو مايتردد يشتريها فورا المسكارا والرموش والشادو وايضا فرشه الشادو جودتها ممتازه,1
السلعه شاء الله تبارك الرحمن اصليه وكانت بعلبه هدايا جدا مرتبه ومغلفه بشكل حلو,1
الوان جميله بلمعه خفيفه مناسبه جدا ساشتري المزيد لاهديها لاقاربي صديقاتي,1
عمليه وجيده جدا وسعدت بالتعامل معكم,1
حلوه وتناسب الكل,1
التغليف المحكم للسلعه,1
سلعه جميله وراءعه,1
انصح جدا الوانه روعه وثابته,1
جزاك الله خير وسعدت بالتعامل معاك,1
سريع الشحن والتوصيل,1
مجموعه راءعه بالوان مختلفه جميله,1
سهله الاستخدام جدا نوعيتها ممتازه اللون طبيعي جدا لون البشره يظهر اي اختلاف اللون حتي استخدم كريم اساس بامكاني استخدامها يوميا يتوجب علي وضع مكياج او كريم اساس معها,1
منتج مره حلو وانصح الكل,1
المنتج جميل ولاكن يحتاج جليبريك,1
صناعه سامسونج,1
الفلاش ممتاز النواحي انه يدعم لهذا فالنقل نوعا بطيء,1
ممتازه جدا والاهم سعره المناسب,1
السلعه سيءه وجهه نظري وليس اي فاءده,0
سلعه ممتازه انصح الجميع بشراءها,1
السلعه ممتازه ونتمني سرعه وصولها المستقبل,1
تدعم اللغه العربيه وهل الكيبورد يدعم اللغه العربيه,1
حرام ادفع انصح بعدم شراء السلعه لانها فاشله جدا,0
جهاز مفيد وممتع لمشاركه وساءط الجوال والاجهزه اللوحيه والتابلت الي شاشه اسره امكانيه التحكم التام بالجوال اثناء العرض والاستخدام بالمكالمات وغيرها,1
اشتغل لمده دقاءق وانقطع وقد حاولت عده مرات بدون جدوي,0
جيده جدا وتستحق سعرها,1
سعره غالي يثبت,0
لون راءع وجذاب سريع الجفاف سهل الاستخدام الكرستالات راءعه وبريقها اروع التعليمات واضحه علي العلبه,1
ممتاز ويتوافق المعروض,1
منتج جميل وسعره ممتاز شكرا ولتعاونكم لتوفير المنتج علي سوق دوت كوم وبهذا السعر المعقول والمناسب ولارسالكم للمنتج بسرعه كافيه,1
جميل جدا جدا جدا,1
فضيع وجميل الوانه ان شاء الله بشتري علبه الاخري الوانه,1
كلمه حق تقال كانت عمليه والشراء والشحن خلال يوم,1
جيده انصح نهاءيا,0
السلعه جيده جدا واتعشم انا استلمتها النظره الاولي فهي جيده جدا لكني استخدمها,1
شنط ضعيفه بوجه عام,0
سماعات بيتز غنيه التعريف تصميم انيق تستاهل قيمتها,1
للاسف احدي السماعتين متعطله تعمل وللاسف ان البضاعه المعروضه بيضاء والتي وصلت سوداء,0
سماعه مذهله وجميله وصوتها عالي يمكن اقترانها بالبلوتوث او ان سي يمكن حملها اي مكان صوت قوي جدا جدا انصح الجميع بهذا السماعه والله يوفقك,1
كلمه سكاي ورث علي الشاشه صدقت انها صيني وملاءمه لغرفه وكانه كبرها سعرها رهيب خيالي كانها مسروقه,1
شاشه ممتازه وتستحق الا شاده يعيبها سوا عدم وجود قاعده تثبيت انصح باقتناءها النفاصيل تجربتي الشخصيه لهذه السلعه,1
ممتازه الء حد اتوقعت يكون توقيع عالاستلام او حتا عمال يركبوه ويمشو بسيط,1
شكرا للتعاون محترم قبلكم سوق كوم انا راي ايجابي كسلعه وتوصيل وخدمه وضمان ايضا,1
ممتازه وسعرها مناسب جدا ومعقول,1
الخساءر خسرتها الفتره نقودي,1
منتج ممتاز رخيص,1
راءعه متعدده الاستعمال تستطيع ان تستعملها اي مكان وسهله الحمل تجعل بطاريه هاتفك ممتلء شكرا لصاحب السلعه,1
جدا راءعه وعمليه جدا جدا جدا,1
راءع وتوصيل سريع باءع مميز وراجع لهذا المتجر مره اخري اشكركم علي الجوده,1
تصميم جميل وتغليف راءع,1
انحرق جهازي بسلبب استخدام الشاحن انصح باستخدامه,0
جيده جدا شكرا,1
ممتاز وسعر مميز,0
بسرعه ينقطع ومايستاهل,0
الحمدلله انها كانت ممتازه وجيده ومتوافقه الجهاز وان شاء الله اول المشتريات وليس الاخير,1
المنتج يكون بجود عاليه,0
المنتج يجعلك تشعر بانك تدفع شيءا,1
عندما استلمتها فتحت مغلف شركه الشحن يظهر شكل السلعه انها استخدمت مستعمله وعندما بدات استخدم الجهاز اول مره جيدا اليوم التالي الشراء اصبح يعمل الاساس فعرفت تخلا عنه صاحبه وانا اريد ان اتحدث صاحب السلعه,0
انها سلعه ممتازه وجوده عاليه كيو اي انها ماركه مشهوره ولقد اطلعت عليها الانتر نت ومواصفاتها العاليه انها شكلها وزنها اكثر راءع,1
جيدا جدا بالنسيه لسعره العلبه الخارجيه قديمه الداخل الجهاز راءع,1
السلعه وصلت ذكر الوصف,1
اشتريت السلعه مستعمله,1
منتج راءع جدا وانصح الجميع بشراءه,1
ممتازه الشحن,1
جيده جدا اخذتها بسعر ونزل الان سعرها شي يقهر توني مشتريها ينزلون سعرها تساعد شحن الجوال مره واحده,1
مره مش كويس انصحش حد بيه بصراحه افضل منتجات ممكن تشتريها منتجات سوق شوب افضل وعن تجربه الاسم شاحن جوال جالكسي وفي الاخر لسه نشتريله وصله علشان تستعمله المفروض انه شاحن وتحدد انه بدون وصل الصوره تكفي انا قولت انه اختراع جديد وكاتب سهل التنقل قولت يمكن الوصله تبعيته بتستخبي جواه كويس اختراعات يلا قدر الله شاء فعل رمضان كريم,0
جيده وصغيره عمليه سعرها الرخيص جيده وصغيره عمليه سعرها الرخيص جيده وصغيره عمليه سعرها الرخيص,1
ممتاز جدا وقوته حقيقيه,1
الحقيقه صناعه سيءه لايتناسب حجم قدرته المذكوره انه لايشحن الجهاز سوي مره ونصف فقط ززثقيل مرن,0
احذركم هاذه السلعه اومن الباءع نفسه,0
جوده عاليه وخدمه اروع تم شحن الطلبيه بسرعه قياسيه,1
اخترب انا بعدي استخدمته اول شي جربته اشوي استوي بعدين يوم كنت بجربه مره ثانيه استوي حاولت وايد نفع خلص يعني اقدر استخدمه مره ثانيه,0
انصح بالشراء,1
خامه ممتازه,1
رديءه جدا ومافي جوده الصناعه جدا رديءه تشحن الا مره وحده فقط,0
السلع ممتازه وعمليه جدا اشكركم علي طرحه,1
بسم الله,0
ممتاز وللحين ماشفت اي مشكله,1
وحشه جدا ومكملتش حتي,0
ضعيفه جدا شحنت جلكسي نوت لمينتهي الشحن وفضيت البطاريه بسرعه رديءه جدا,0
سلعه جيده وتحافظ علي حمايه خلفيه الجوال وعدسه الكميرا الخدوش اثناء الشحن بالاضافه الي سهوله متابعه الاتصاله لوجوده شكل افقي اثناء الشحن,1
سيء,0
جيد المفترض الشرح بشكل اكبر حجم الجهاز لان الصور داءما تكون خادعه وذلك امل توضيح حجم الجهاز سم,0
خدوم واصلي وجميل جدا الي يبغي شاحن ينفع,1
السلعه نوع ممتاز واصلي وهي النوع العالمي ايضا تتميز بشكل راءع ومنسق تشحن انواع الاجهزه حتي يد السوني بلاستيشن تعمل علي كهرب وشكرا,1
السلعه جيده وتستحق الاقتناء,1
الجهاز ممتاز وسعته كبيره وشحنه ممتاز,1
الشاحن مكتوب انه وهذا يعني انه يشحن موبايل النوت اكثر مرات التجربه الشخصيه بشحن الموبايل مره واحده فقط ولم يكمل المره الثانيه وهذا يعني ان قوه الشاحن لاتتعدي ال ملي امبير,0
شاحن راءع خفيف الوزن شكل انيق ارخص بوذحين زاد السعربس تضل السلعه راءعه,1
الجهاز جدا مهم لسهوله استخدامه وصغر حجمه,1
شاحن سء لايسطيع شاحن الموبيل مره علي الاقل,0
مفيد وعملي منافذ,1
انا وصلني اربعه وصلات وليس وصلات,1
مفيد حاله الخروج البيت,1
سء جدا,1
انصح بهذا الشاحن بقوه خاصتا ان قوته تقريبا لانه القديم قوته ماكان يشغل السيارات,1
ممتازه لرحلات السفر,1
عملي يمكن اسخدامه السياره والبيت شحن جيد بطاريه جيده وكان الافضل وجود وصله شحن الاجهزه معه,1
ليتم شحن الجهاز نفسه يوجد وصله مخصيصه لادخالها كبس كهرباء وتضطر الي استعمال احد وصلات الشحن الملحقه بالاضافه الي جلب وصله خارجيه عندك للتحويل وصله يو اس الي فيشه كهرباء والغير ملحقه بالجهاز ايضا,0
ان شاء الله تعجبكم اعجبتني,1
جيده والصناعه مصريه,1
تستحق الاقتناء صغيره وعمليه للاوقات الحرجه,1
جوده الكيبل سيءه جدا يدم معي سوي ايام قليله,0
جيد جدا ولايستاهل القيمه ان مثيلاته بسعر اقل عرضه للتلف الكهرباءي,1
شغلته واول مره اشغله ضرب عليا ينفع العلم عندي شكل الشاحن ممتاز الشاحن اول مره حطيته طلع صوت شراره وربي لطف وسلم ولي تقريبا اشهر تبدلت السلعه رجعت فلوسي ومماطله الباءع,0
جهاز ممتاز جدا وانصح,0
لينوفو ماركه متميزه وفيها موثوقيه عاليه,1
تم تجربته لعده شهور جهاز روعه وسريع يقابلني اي مشكله والحمد لله,1
المنتج جيد جدا,1
الف شكر والجهاز ممتاز,1
لاب توب مناسب وحلو للاستخدام الشخصي,1
انصح اصدقاء جدا راءع شكرا سوق كوم علي خدمتكم المميزه,1
استخدمته خلال يومين وتجربتي كانت جيده,1
انصح لمواصفاته العاليه وسعره المميز,1
ايجابيات سلبيات ميزان المطبخ,1
ممتاز وسعره مناسب جدا,1
جميله جدا وراءعه الوصف واشكر شراء السلعه الجميله تعطيك جو الاستحمام الحقيقي واراحه,1
بصراحه تستحق خمسه نجوم حلوه جدا شكل جميل وعلي الصوت وعلي الفلاش وسعرها مره رخيص بالنسبه للاجهزه الاخري بصراحه اللي يشتريها مايندم,1
السلعه جدا راءعه,1
سلعه ممتازه وحجم صغير,1
هاتف راءع انصح سهل التعامل سلس راءع التصوير كنت اتمني ان تكون الكاميرا الخلفيه علي الاقل ميغا بكسل بدل البطاريه ممتازه جدا,1
روعه جميله,1
جهاز عملي وجبار اذا كنت تدور جهاز اندريد فهاذا جهاز جبار وفاءق الاداء جدا جدا روعه وانصح,1
نيكسس هاتف ذكي خفيف الوزن ونظام اندرويد حديث,1
مطابقه للمواصفات والمقايس المذكوره العرض,1
راءع وسهل الاستخدام,1
جيد جدا وعملي,1
بجد قمه الروعه شيء تصميم امكانيات تصوير نقاء صوت مذهل سرعه الاداء زملاءه شاريها ايام بسم الله ماشاء الله انا مجرب قمه الاتقان,1
عملي والبطاريه تدوم وصغير وتتش جيد,1
جدا راءعه ومناسبه السعر جدا,1
الجهاز ممتاز وقوي يوفي بالغرض المميزات الجميله نوكيا غنيه التعريف قيمه مناسبه الامكانيه الجميله للجهاز,1
جهاز راءع وصلني جديد وبتغليف المصنع مميزاته راءعه وانصح الجميع باقتناءه,1
مناسب بالنسبه لسعره,0
جهاز قوي جدا ويتحمل وصلب ومميزاته قويه جدا سعره عالي سعره بالسوق والمحلات ارخص سعركم فيرجي مراجعه السعر حتي نستطيع شراءه,1
ممتاز وسعره مناسب جدا بالنسبه لامكانياته والتوكيل محترم,1
يوجد فلاش للكاميرا ودقه الكاميرا سيء,0
اكثر ممتاز,1
ايجابيات سلبيات سامسونج جالكسي اس بلس ‫ جيجابايت اندرويد كحلي غامق,1
منتج راءع النواحي,1
السعر نار,0
موبيل جميل,1
الجهاز ممتاز جدا,1
وحش اوي,1
الكاميرا ضعيفه والجهاز يعلق احيانا,0
نثق بسوق دوت كوم,1
ايجابيات سلبيات سامسونج جالكسي ايس ديوس ‫ جيجابايت واي فاي الجيل الثالث ابيض,1
سرعه الجهاز بفضل البروسيسرو والرام والكاميرا جيده جدا خفيف التطبيقات تعمل بشكل راءع الفلاش قوي وجميل جدا والبطاريه ممتازه تبقي لمده يومين تقريبا الاستخدام العادي,1
سء سء سء,0
عملي ويشغل شريحتين,1
حصلت باقل الف موقعهم,0
جديده فعلا وارخص السوق,1
جدا ممتازه الشكل والاستخدام والاداء فهو الاسم العريق بلاك بيري نظام الجديد كليا ناحيه الاستخدام,1
يجب تخفيض السعر ليتناسب بقيه العروض,0
الموبايل جميل جدا خامه ممتازه تاتش سريع نت جميل الملاحظه ان الموبايل الفءات المنخفضه يجوز مقارنته بالفءات العاليه انه عملي جدا انا اشتريته كتليفون للعمل فقط الي جانب فجميع التطبيقات تعمل بسلاسه كفاءه عاليه الكاميرا ضعيفه جدا لمن يهتم بامر الكاميرا فانه هاتف ممتاز جدا الخطين يعملون بكفاءه امكانيه مرضيه الي حد كبير بالنسبه لسعره التوصيل ممتاز يستغرق اكثر يومين شكرا لموقع سوق,1
جهاز ممتاز سماعه داخليه واضحه صوت راءع حجم الشاشه كبير,1
جدا راءع خاصه بنظام التشغيل الخام بدون زيادات قوقل,1
السلعه سيءه تصلح للاستخدام البطاريه جدا ضعيفه بشكل عام السلعه غيرجيده استخدمت الموبايل لفتره قصيره لصعوبه استخدامه موبايلي عادي توجد اي مميزات واللون الذهبي عالاطراف مكتمل يشبه الموبايلات المقلده واعتقد انه تقليد مب اصلي,0
انصح الكل بشراءه,1
ان شاء الله مش اخر مره اشتري سوق كوم صديق ليا شكروه سوق كوم كتير وكلامو طلع محلو اتمني التوفيق,1
سلعه بالمواصفات المطلوبه عيب خطير ان الجهاز يسخن ويعلق ويعيد تشغيل نفسه,0
سلعه جيده نوعا الافضل ضد الماء والغبار,1
الاخر ممتاز وانا احببته,1
بطيء يتعلق,0
الجهاز صالح للاستخدام وخاصه قررت انك تستخدمو مكان جهاز افضل منو,0
سرعته التاتش والجيبي اس يعمل الهاتف بنظام اندرويد الجديد وشاشه بحجم انش وكاميرا خلفيه ميجابكسل ويمتلك الهاتف ميزه العمل بشريحتين يمتلك الهاتف تقنيه التواصل طريق المجال القريب,1
ايجابيات سلبيات سامسونج جالكسي جراند ‫‫ جيجابايت شريحتين ازرق,1
يتميذ التلفون بانه يجمع المميزات الواجب توافرها اي تلفون خفه الوزن وضغر الحجم والشكل الجميل وهذا كله طول سم وعرض سم,1
تعامل راقي الاخ عمرو,1
جه از راءع حجم ومواصفات وجميع مايرغغبه مستخدمي الجوالات الحديثه المواصفات تجعل جهاز كويس,1
لايوجد تقيم للمنتج,0
البروشورات وجت الرام جيجا وفي اخري وجدتها جيجا غريب الموضوع ده فعلا,1
جهاز خارق,1
السلعه جيده رخيصه مواصفات جيده احببت ان اشتري سوق دوت كوم انزل للسوق بسبب الزحام غيره,1
التليفون اكثر راءع وتم استلامه يومين عمل الاورد مغلف وبضمان الوكيل شكرا سوق وشكرا,1
عملي وجميل والسعر مناسب بالنسبه لامكاناته الكبيره واسم سامسونج ضمان مميز الجيل الرابع وهذا شي مميز,1
رهيب بمعني الكلمه,1
سامسونج جالكسي اس دوال ‫‫ اسود شريحتين,1
منتج راءع وانصح بشراءه,1
جدا راءعه,1
سلعه ممتازه وعمليه وخفيفه وجمعت ساعه اليد وهاتف,1
شكرا للباءع,1
ارجو تعديل عنوان المنتج اجل المصداقيه تعودنا منكم,1
هاتف سهل الاستخدام يحتوي علي شاشه لمس وكيبورد انصح يستخدمون هاتف تجربه ال لانه يشبهه او يكون اجمل وقد يعتقد الكثير انه يعلق تجربتي يعلق ابدا,1
موبيل تحفه وبيجي معاه الضمان بتاعه وكمان سماعه وشاحن الاصليه وافضل السامسونج السعر والسرعه وكل حاجه,1
